username,komentar,Sentimen
@agungseptianardiprakoso3664,"yang di video senang-senag semua, senang joget di depan sound segede gaban. narsumnya tidak ada emosi jelasinnya, senyum lepas. bahwa kerjaannya mendatangkan hal positif kepada masyarakat banyak dam menurut dia ini adalah pekerjaan terbaik di hidupnya


yang di komen video ini malah sebaliknya wkwk. kok bisa ya, seperti pas banget gitu ironi nya",1
@dutasaurus8178,"sebetulnya kalau masalah hobi itu selera ya asal kebebasan kamu tidak menganggu kebebasan orang lain juga itu juga duit kalian sendiri. mungkin dalam pelaksanaannya harus ada koordinasi sama pihak terkait terutama warga yang rumahnya mau dilewatin sound horeg apakah mereka bersedia, dijelasin juga potensi yang akan timbul dan penyelesaiannya. jangan cuma tanya ke kaum kalian aja, ada yang ganti rugi bukan berarti bisa seenaknya. terus juga tolong diperhatikan untuk keamanan pihak yang rentan seperti bayi, ibu mengandung, atau lansia. sejujurnya tempat saya tidak ada tradisi begitu ini cuma sekedar masukan saja mungkin bisa dikaji biar tambah baik pelaksanaannya dan meminimalisir pandangan negatif masyarakat selain pecinta sound horeg, suwun",1
@andriandrigunawan,"kalau aku ya bangga karena 60% buatan anak bangsa, cuma disayangkan yang komen banyak kaya orang tidak berpendidikan sok bijak padahal tong kosong,berkat suond hureg banyak menyerap karyawan tampa ijazah jumlah karyawan ribuaan,kalau kalian bisa apa paling cuma bisa komen sok bijak...",-1
@Erryjaya,Kenak horegnya bikin badan capek jadi bugar seperti dipijat pakai gelombang magnet..tergantung karakter suaranya,1
@suwarniterung1345,"Suka ya Suka ,tapi Jangan mengganggu. Bagaimana andaikan di sekitar jalan yang anda lewati ada orang sakit, coba tempatkan diri anda sebagai orang yang sakit itu , saya sebelum tahun 2010 juga pernah joki sound walaupun tidak sebesar sekarang , waktu mau nyetel itu saya pastikan di sekitar itu tidak ada bayi dan orang sakit. Kalau ada saya nyetelnya kalem. Jangan katakan khas jawa timur karena belum tentu ada 10% yang suka dengan yang terlalu itu. Salam",-1
@sukamamusik,"Saya jawa barat, seneng ngerakit audio untuk keperluan musik studio. tapi memang menyenangkan sih pas testing hasil rakitan sendiri. Kalau banyak modal pasti upgrade terus. Dan bakal jadi hobi yang aneh. 
Untuk saat ini cukup bikin sound horeg indoor saja",0
@naufalsamudra9204,"Tetap harus ada penertiban ya gaes, kalau pas acara okelah kita yang tidak suka bisa ngungsi tapi untuk sehari-hari mohon maaf nih.. tukang sound horeg seringkali kalau cek sound gtau momen dan waktu yang pas. Kita orang jawa kan ada yang namanya unggah ungguh ya teman-teman apalagi hidup berdampingan dan bertetangga, se sukanya sama sesuatu kan tidak mungkin siang malam terus-terusan gitu loh.. Itu saran dari saya..",-1
@CahRantau346,"Salam dari Jember. desa saya bulan kemaren menyelenggarakan karnaval horeg, syukur Alhamdulillah penontonnya full dari desa setempat maupun kota tetangga, membuka ladang cuan bagi pedagang-pedagang kecil
Dan Alhamdulillah juga dana hasil parkir selain ganti-ganti kerusakan rumah warga akibat sound, sisanya untuk renovasi masjid...
Masih Banyak lagi sisi positifnya kalau mau ngulik info langsung kemasyarakat/lokasi ...",1
@nasihulmukmin8516,Orang Gondanglegi sini kumpul kawan...,0
@rel4685,Ini salah satu bukti bahwa terkadang orang bodoh bisa lebih merugikan orang sekitar dibandingkan orang jahat,-1
@TWINSTARSHIDO,"Masyarakat menginginkan pengalihan yang bisa membuat mereka melupakan sejenak beratnya beban hidup. Menurut saya ini bukan masalah sdm rendah atau tinggi. Setiap orang butuh pengalihan, hanya saja caranya yang berbeda-beda.",1
@kem0654,SDM RENDAH !!,-1
@normalman1445,"Hadeuhh, hiburan rendahan. Menghancurkan fasilitas orang, mecahin kaca, tembok runtuh, itu ngerugiin koplak",-1
@isunmotovlog7747,"dikatakan horeg karena suaranya keras (menggelegar).kalo tidak horeg penyewa kurang puas.meskipun merugikan masyarakat sekitar,tetapi akan diganti kerugiannya 100% oleh pihak terkait.",1
@illustrachie6425,"Nah volix harusnya bikin dokumenter juga dari warga. Ambil sampel dari beberapa kabupaten. Bagaimana kalau dirugikannya bukan sekedar materil? Bagaia\mana kalau ada yang punya anak sakit, riwayat sakit jantung dll. Bagaimana suara dari mereka?? Jangan berdasarkan komentar dari sosmed. Langsung interview warga-warganya.",0
@irulanwar862,Saya salut ama channel ini nyari sumber wawancaranya tepat mas khalid BP AUDIO,1
@AudiFebriyanto,sound horeg menurut saya ini  lebih bayak mudharatnya dari pada manfaatnya...,-1
@Wongwonganedw,Kontenmu bagus kang.... sip...Jangan seperti KAMAR JERI,1
@prayogaputra2185,Sound horeg memang istimewa,1
@rezaputra2494,Harusnya acara seperti ini di tempat khusus misalnya di hamparan tanah planet mars  ya di lapangan kosong gitu lah minimal seperti di luar negeri gitu seperti acara tomorrowland misalnya.,0
@muliabakery8468,"Biar tekor asal kesohor, begitukah mental masyarakat kebanyakan disana?

Beliau yang ngomong saya yang malu..",-1
@bayupangestu6741,Bikin puyeng saja hobi horag horeg,-1
@nandachanell2169,Saya dukung sound horeg BP audio istimewa,1
@astramulya_project,"Volix media, langsung terjun ke narasumber",0
@tofuboi14,"Sesuai nama segmennya, apa yang disampaikan mas kholid ini datang dari perspektif pelaku usaha sound horeg. Bukan berarti semua yang disampaikan itu benar di mata publik. Menurut saya, komoditas ini cukup banyak eksternalitasnya, baik positif maupun negatif, artinya masyarakat yang bahkan tidak terlibat dalam kegiatan ini bisa terkena dampaknya, dan itu sulit dikondisikan karena komoditas yang dijual adalah sound atau suara, sulit untuk mengendalikan sejauh mana suara itu bisa tidak mengganggu bagi sebagian masyarakat yang tidak menghendaki adanya sound horeg itu. Di sisi lain, saya kagum dengan kreativitas masyarakat dan pengaruh media sosial untuk memberdayakan ekonomi masyarakat di sektor ini. Terima kasih Volix Media atas kontennya, mantap!",1
@cakudin,yang paling menguntungkan setelah jembatan di bongkar .. sangat menguntungkan bagi para tukang bangunan...banyak diluar sana yang menganggur ...,1
@gegerrebel1808,"Dicoba ke telingamu bos!!! Begitu kok bangga,,,",-1
@rasyidmuhamad6196,Dengan bangganya,-1
@hari8187,Kalo ada genteng rontok kaca pecah tembok retak yes warga tambah seneng,-1
@Gegebening,"Miris. Kasian asli, gini amat hiburan orang kabupaten. 

Daripada nyinyir, Kalian tuh mikir sebenarnya kenapa hal kaya gini bisa terjadi. pemerintah setempat tidak peduli, polisi bisa ngawal, bahkan mereka tidak peduli orang lain bahkan rumah/kaca orang lain sampai pecah. Bahkan pasti ada beberapa orang yang sebenarnya terganggu tapi mereka mungkin takut diamuk massa/bingung mau lapor kemana karena didukung pemerintah setempat.

Mau dikritisi tapi takut kena ITE, awikwok ",-1
@questwanderer1955,"Kenapa fenomena meresahkan ini tidak ditindak? Karena semua pihak yang punya kuasa sudah kongkalikong:
Pengusaha sound
Polsek
Pemerintah Desa
Dinas Kebudayaan

Semua kecipratan cuan
Warga yang tidak berdaya cuma bisa mengutuk dan menanggung semua kerugian. Kalau sudah begini mau ngadu ke siapa lagi?",-1
@satriatama4038,Itu yang tidak terima silahkan hubungi ya,0
@bsggank,Menit. (14:55 - 15:28 ) Josss kata katanya Mas kholid Malang losss,1
@pamujioprt3700,Mantap mas penjelasannya tetap jayalah BP audio dan seluruh sound horeg jatim dan aeromax,1
@lizardman5109,"Tolong para pendukung horeg tanggapannya mengenai berita tentang ada bayi yang meninggal akibat sound horeg, kan katanya sudah lewat perizinan yang jelas tapi kok bisa ada korban? Katanya sudah diungsikan? Kok bisa? Katanya mereka sendiri yang nyewa, apa ada orang tua yang senang anaknya mati? Apa orang tuanya setuju dengan adanya karnaval itu?",-1
@ryannurrachim3040,"Yakin pengusaha sound horeg sebagai sdm rendah? Masa sdm rendah bisa punya 3 unit sound yang harga satunya 3,9m  coba yang merasa sdm tinggi intropeksi lagi sebelum menghujat ",-1
@massumarji8026,"malang hadir mas, hiburan desa masuk kota, yang bilang sdm rendah pasti tidak mampu nyewa sound horeg",-1
@mbahhera9513,"Saya pernah nonton sound horeg dan kalau di rekaman smartphone itu sampai mbliyut-mbliyut sampai tidak kedengeran, tapi pas di depan langsung di kuping tidak kerasa tapi di dada kaya di timpuk batu, itu kalau saya tidak tau kalau orang lain",0
@fyp1201,"Yaudah sih, tidak suka jangan ditonton. Ribet amat. Yang Komen ini ada, protes tidak suka ya mereka-mereka yang tidak terlibat. Mayoritas masyarakat yang terlibat dan hadir tidak keberatan, bahkan senang. Setahun sekali mereka ngumpulin duit, sewa speaker, cewe cowo, emak-emak bapak-bapak semua turun keliling desa.

Makin horeg, makin sakit di dada, makin pecah kaca dan plafon makin puas si penyewa dan penonton. Kerusakan pun ditanggung bersama, ya gimana, yang sewa juga mereka sendiri ya happy aja. Bahkan duit parkir dipake bangun mesjid dan musholah, bahkan ngadain check sound untuk santunan anak yatim dan dhuafa. Banyak pedagang yang jualan, kopi, makanan, mainan anak, bahkan mua juga banjir job.

Sebenernya bagus-bagus saja kalau dilihat dari pergerakan ekonomi, cuma mungkin pelan-pelan bisa diperbaiki yang kurang-kurang. Regulasi yang lebih baik, kesadaran masyarakat untuk saling menjaga dan menghargai. Toh cuman setakun sekali jalanan bisa serame ini.",1
@ilhamhafis1285,"HIBURAN KAMI KAUM MARJINAL, love you sound horeg",1
@antonsusanto3177,Sound horeg yang royal dan titalitas dan kaya hanyalah BP bintang perkasa audio,1
@arift3333,"Mau bilang gimana juga kalau di mata manusia yang tidak suka bakalan salah mulu 

Padahal kerugian yang terjadi saat karnaval sudah diprediksi & pasti diganti oleh panitia & penyewa sound.

Kalau dasarnya tukang nyinyir ya tidak bakal peduli semua sisi baiknya.",-1
@deadwood21plus,"Hobi-Hobi ekstrim gini sebenarnya tidak masalah kalau tau tempat. Konser metal di stadion, gestrek ya di hutan, drag ya di lintasan. Jangan sampai mengganggu dan membahayakan orang lain.",0
@antoklistanto7416,Saya yang pernah mendengarkan sound horeg sama knalpot brong malah berisik knalpot brong . Siapa yang setuju...,0
@Navydaa_,"aneh ya knalpot brong dilarang, tapi ginian malah bebas banget",-1
@asar1065,"Yang untuk masuk kampung-kampung sampai harus bongkar atap warga, hancurin jembatan dan sebagainya lu sebut keren? Dzalim namanya bro. Gitu kok bangga

Ga ada warga protes? yang tidak terima bakal dijelasin baik-baik? Bohong. Ada ibu-ibu protes saja mau diamuk massa itu di Pati",-1
@dreameisters,Rusakin rumah orang malah bangga,-1
@ddtriadi4688,"Menurutku ini layak untuk dijadikan festival rutin di IKN, dan yakin tidak ada bangunan yang rusak karena baru dan materialnya bagus. Serta bagi yang kurang suka juga bisa berlindung di dalam gedung-gedung, karena rata-rata gedungnya menggunakan AC jadi lumayan kedap udara. Semoga aspirasi ini di dengar oleh pemerintah yang baru, mengingat sound horeg ini  diundang ke jakarta juga dalam rangka pesta rakyat menyambut pemerintahan baru.",1
@Diat1986,Mantap mas Kholid Bolone Mase jossss,1
@mayadian3998,"Mantab operator dp, dijelaskan sejelas-jelasnya",1
@althafrifqieabrizam8291,"Dengar sendiri kan SDM tinggi...,,,salam horeg",-1
@u_jerk,semoga tidak pernah nyampe ke kota gw,-1
@jemberpunyaselera363,Saya suka mentalmu mas Kholid ms.. menit 15 saya terharu.. sukses selalu semua rental sound,1
@palaxs3772,"SEBAGAI WARGA MALANG DAN AREMA,,SOUND HOREG BIKIN BERISIK DAN MERUSAK TELINGA...PESERTA SERING MELANGGAR ATURAN yang DISEPAKATII...SOUD HOREG???? NO ...KESENIAN????? YAKIN???",-1
@ariksetya4222,Yang tidak suka ya sudah ..yang penting aku suka,1
@rizkyari2021,"Selain speaker, badan juga ikutan geter",0
@BrewogAudioGank,"Kalau kalian tidak tinggal di jatim area Horeg jangan asal menghujat dan bacoot , cuman tau lewat youtube tapi menghina dan full hujat!  Woyyyy    jangan sok tau ferguso  Horeg jos ora sepeele",-1
@HaniRewel-l4m,Cok ini sumpah fakta di lapangan. Jooss terimakasih sudah menjelaskan yang sesungguhnya. Untuk pihak medianya luar biasa. Langsung cari sumber yang sesungguhnya. Bukan asal ngambil seperti sebelah,1
@wahyunoedevoichi4485,"saya dari jawa tengah. yang seperti gini biasanya dari jatim .menurutku itu mengganggu kenyamanan orang lain... apaan sih truk oleng,horeg .. ada-ada saja . TIDAK MAU SADAR tindakannya ,truk oleng dan horeg membuat orang lain bisa dirugikan ..",-1
@Rezxxcount,Lebih pengen ke clubbing tapi jarang/malu mungkin disana jadi dibuat outdoor gitu kali ya,-1
@RizkiRaya-nt3sj,Ditunggu videonya terbaru rumah roboh rata,-1
@KHOWIYORLANDA-pi7zx,"Emang orang malang Selatan lost,,,,,, hidup malang selatan",1
@notkimiraikkonen787,Warga mana yang menikmati? tidak semuanya. Merusak rumah orang bangga? Logika anda memang sudah nol.,-1
@YusufHasim-m3z,"Di blitar memasuki bulan agustus siap-siap ada horeg di mana-mana, di desakusering setahun sekali parade sound sudah seperti wajib ada.",0
@RamaDhan-h4j,"DATANG KE PESONA GONDANGLEGI   MUMPUNG LAGI RAME NI SOUND HOREG.  TANGGAL 25/26 OKTOBER.  
BIAR TAU KREATIVITAS PECINTA KARNAVAL /SOUND HOREG  KOTA MALANG

YUK BISA YUK
 SEMOGA DI LIPUT.. ",0
@SONDOT1,"BANGGA JADI ORANG JATIM FANS BERAT BREWOG AUDIO HADIR,",1
@AlgoNudger,konoha emas 2045.,-1
@snsvhitam6594,"Bahkan dengan sound horeg ini berhasil meningkatkan peran masyarakat dalam kesenian daerah. Di Malang ini gila, keseniannya benar-benar lestari dan disukai masyarakat jaman sekarang karena ada musik horegnya",1
@ulumputra7193,Terimakasih atas penjelasannya mas Kholid sudah mewakili para pecinta atau pecandu sound horeg Jawa Timur juga para owner sound-sound horeg Jawa Timur,1
@benstobber-bb1pt,@kabupatenmalang memang masyakatnya terbelakang. Dan keterbelakangan ini di bangga-banggakan,-1
@abdulghoni4154,Dan warga sdm tinggi pun menikmatinya,-1
@jerangkah8578,SDM Rendah bersatulah,-1
@Rama-qt5py,"""..masa mereka engga setuju tapi mau iuran, kan tidak mungkin.."" 
Tapi faktanya, banyak RT/RW yang ikut karnaval mewajibkan warganya untuk iuran. Kalaupun warganya tidak ikut tampil, juga kena denda.",-1
@milanosaurus4282,"yang jadi pertanyaan itu kan mereka ngundang sound per RT dan iuran per KK yang mungkin ratusan ribu-jutaan, semisal ada yang tidak mau ikut iuran apakah ada dampak sosialnya disitu? Misalnya diintimadasi/pemaksaan untuk iuran?",0
@ifanchannel4453,"Justru yang dikatakan SDM rendah itu bisa membuat lapangan pekerjaan membawa rezeki.

yang merasa sdm tinggi malah korupsi, tidak bisa buka lapangan pekerjaan 
Kaya kamar j3ri . Orang introvert komen lingkungan",-1
@Eldhitafatima,"pliss jangan dinormalisasi kelakuan orang goblok gini ya, yang namanya kerusakan apalagi sampai ngerusak fasilitas umum tetep saja salah.
hiburan rakyat miskin gini amat",-1
@ekosetyawan4115,dari 1000 orang yang tidak suka 100orang. yang suka 900 orang,1
@TiandiyoSimanjuntak,"Standard K3nya minim banget. Minimal operator atau penonton radius dekat mesti pakai earplug. Gangguan pendengaran itu tidak instant,tapi jangka panjang.  Masalah selera hiburan mau orang kota atau daerah masing-masing punya preferensi,saling menghargai saja dan tidak mengganggu satu sama lain.",0
@frye-l,"Ciri-ciri sdm rendah itu tidak sadar kelakuan dia merugikan orang lain. Dipikirannya yang penting tidak ngomongin orang lain, tidak menjelekkan, sopan. Tapi dia tidak sadar kelakuan dia merugikan orang lain.",-1
@mayaanugrahwati6060,Aku bersyukur tinggal di jogja,1
@antonsusanto3177,Kalau yang ngomong SDM rendah ayo sini ke jawa timur. Hampir di setiap rumah punya sound-sound masing.,-1
@achmaddulfaridhaqiqi8649,"hobinya mahal bosss 
kerennnn!!!!!!!!!!",1
@nindiaaldama143,"Dapet perspektif baru sih, yang penting apa yang didalam tim horeg ini bisa terus pegang tanggungjawabnya ya! Jangan lupa sholat!",1
@SugiantoAto-p3c,memang betul mas! saya asli ponorogo soal sound horeg malang tempatnya dan saweranya gila banget.,0
@andrianbama1288,Tidak heran kita sebagai bangsa tidak maju. Kesenangan yang mengganggu ketertiban umum seperti ini ada yang minat,-1
@kem0654,Rill merugikan,-1
@hanifQQ,Tidak heran kita sebagai bangsa tidak maju. Kesenangan yang mengganggu ketertiban umum seperti ini ada yang minat,-1
@brambangbangbangbam4348,"Sampai ada sound horeg di depok, gua doain semoga hujan lebat biar konslet semua itu listrik",-1
@mikasa_mikasa16,Media jos langsung ke sumbernya. Tidak ke sana ke mari,1
@casstu21,dan mereka bilang kaca pecah genteng rontok itu normal??!!,-1
@fadliperdana1971,HIBURAN JAMETTTT,-1
@andre-wj4ov,buat apa sih gini-ginian,-1
@madelesley7456,"Rumah hancur kok senang,biasanya yang ngajak iuran yang punya kuasa di desa itu,makanya mereka ikut iuran nyewa. yang tidak setuju bakal kalah dengan banyak dihujat di desanya",-1
@RatnoYatmi,Enakan sound di tempat nikahan tetangga .enak didenger lagu-lagunya tidak cuma dibesari groundnya saja,-1
@hajicholik3545,"Mantap Maszze Kholid, Bululawang josss gandosss",1
@jv.archangelus854,"Gedeg banget dengernya ""KESENIAN"" apanya yang seni ",-1
@edm4552,"perspektif nya bukan dari pemain pelaku usaha
Bikin survey saja kalau dari pelaku usahanya ya selalu membenarkan ",-1
@iroelist108,Penonton selalu mbludak katanya sdm rendah tapi di lapangan sangat di sukai  jutaan orang bravo sound Horeg,1
@LukinaIlhana,"Los mas aku yang nanggung, selesai acara ya bubar sendiri-sendiri ",-1
@ronydc2188,"Biarlah di urusin daerah masing-masing yang biasa mengadakan tiap tahun, kenapa yang bahkan daerahnya tidak ada merasa paling tersakiti",0
@adrianwiratama1918,wah. ini harus ada liputan ke daerah sound horeg si.  tanyakan ke warga yang pernah dilewati sound horeg. apa benar soal ganti rugi dibayarkan.  dan tidak mengganggu kenyamanan warga sekitar.,0
@ekosistem.80,Saya yakin dan percaya kalau penikmat musik sejati pasti akan tidak setuju dengan sound macam begini,-1
@D.Planther,"Coba min wawancara dengan penduduk yang rumahnya rusak, dan dari berbagai umur dan lapisan masyarakat. Biar objektif",0
@niaarmiani17,Ganti coba jadi sound ayat suci kitab. Siapa tau setan-setan di tubuh keluar.,-1
@ridzkyade5057,"Sdm sdm tinggi, cocok kerja di Exxon Mobil, Cnooc, BP Migas...",1
@mantojumanto2693,"Hobi yang tidak merugikan orang kan banyak wooiii....
Kalo memang kalian hobi begitu,silahkan di dalam ruangan jangan dibawa keluar dengarkan sekencengnya sampai telinga kalian budeg bebas",-1
@ekosusanto7467,"Tgl 31 Januari tgl 2,3,ngonten mas ke malang Ngantang,ada kurang lebih 75 Sound Jatim perform di ultah ponpes Bahrul ulum Ngantang kabupaten Malang,dg adanya acara karnaval sound horeg,UMKM jalan, pedagang kecil laku semua,pemasukan parkir,dll",1
@batarahotdo401,Konten -konten begini jadi keinget kontennya vice indonesia. Sering-sering minn,0
@EnkiNusantara,"Tumben Ada media yang mau bertanya langsung ke sumbernya, biasanya cuma ngambil-ngambil video doang. Keren @volix_media",1
@adjibagus8730,"Lebih baik membuat aturan yang tegas dan mengikat... misal jika di lapangan luas dan jauh dari pemukiman..
Kalau karnaval harus dibatasi seberapa keras dan seberapa banyak.
Karna sangat mengganggu",-1
@istin.m6686,Budaya yang makin TERBELAKANG,-1
@fikiaswandi,Jgn sampai budaya ini keluar dari Jatim....,-1
@pitek8941,"Di konten sebelah bnyak yang bilang lihat video smpe full 

 Di sini anda lihat video juga jangan setengah-setengah

 Di kamar jeri anda melihat dari 
-katanya 
-info beredar
-Menurut saya
-asumsi
-media yang viral

 Di sini anda juga harus melihat sisi positifnya bahwa yang diasumsikan rumah roboh kaca pecah mobil rusak itu cuma sebuah video bahkan itu diganti rugi 
  BEDANYA SAAT MENGGANTI RUGI ITU SEMUA SETELAH ACARA SELESAI, DAN YANG MENGGANTI ADALAH PANITIA DAN SAAT PENGGANTIAN RUGI TIDAK DI LIPUT MEDIA.

Di youtub sebelah cuma asumsi
 Di sini kita dari narasumber langsung

 Makanya jika tidak ingin di komentari pedas bikin video jangan setengah-setengah jika ada positif maka untuk juga yang negatif biar info yang kita dapat berimbang dan bisa kita nalar",-1
@delonpramudya2219,"Sound sound horeg seperti ini kalau diliat dari tahun itu sudah ada lama.
Waktu masih TK/SD juga sebenarnya sudah ada. Kebetulan rumah yang saya tinggal berada di jalan raya besar atau utama yang biasa dilewati kendaraan dan juga ada lewat sound-sound seperti ini. Tapi waktu dulu saya masih sekolah TK atau SD sound itu masih digunakan sebatas acara2 saja seperti Karnaval Umum atau seperti pernikahan gitu. Bukan acara musik² yang seperti ini. Ini tuh baru viral sekitaran tahun 2023 kurang lebih mungkin. Dan anak-anak sekarang juga ya memang suka sama sound-sound horeg. Tapi dulu hal yang gini tidak pernah ada kecuali pas acara-acara tertentu saja. 
Buat saya sendiri saja sebenarnya tidak menyukai yang gini-gini kalau cuman untuk hiburan-hiburan doang mah paling yang disetel lagu-lagu DJ yang ngebass sampai dada geter anjir.

Kalau dibilang mengganggu sih tidak ya kalau memang ada maksud seperti acara karnaval ya wajar. Tapi sering banget depan sound horeg itu lewat-lewat doang. Pernah jam 2 an waktu puasa sudah sepi pakai ada gituan, tailah. Yang bikin tambah miris ginian itu kalau sudah ada acara karnaval, yang muncul pasti joget-jogetan doang yang mayoritas pesertanya cewe semua makanya laris.",-1
@GtaSa-r3t,Berati kalau ada yang mati kena serangan jatung warga atau yang nyewa sound horeg tambah senang dong,-1
@imamalmahruf6212,"Mas mas, jaman sekarang yang katanya iuran pun juga banyak yang maksa kok, bayangin ya mas ya, ada orang ramai-ramai datang ke rumah, terus minta uang yang katanya iuran, mau tidak dikasih tapi sudah budaya sesat, diberi tapi ngelus dada",-1
@gieokgia2094,"kalau diLakukan sama sehobi di Lautan pasir, atau di tengah samudera hindia, atau di Lembah beLantara.. aku sih mempersilahkan
tidak menghalangi orang yang punya hobi..

dipikir sendiri deh dengan kepaLa dingin, dirasain pakai nurani, jangan pakai nafsu membenarkan tindakanmu.. itu mengganggu orang Lain yang tidak sehobi dengan kaLian ga?",-1
@aubaitwaliuddin5339,Kalo memang sesui dengan yang dijelaskan narasumber ya tidak ada masalah sih orang masyarakat sendiri yang ngundang  dan sebelum diadakan acara semacam karnaval juga  sudah di musyawarakan dengan matang  terkait dengan perizinan dan lain sebagainya. Di video juga dijelaskan jika ada properti yang rusak akibat  suara sound juga di ganti / perbaiki oleh panitia . Jadi tidak perlu dipermasalahkan sih  menurut saya,1
@maharania.s.s.p2789,"biasa? biasa gundulmu, aku orang malang tapi tidak setuju. malang rasanya sumpek banget sekarang astagaa",-1
@faiqskin6901,Wow jadi kebanggaan bagi masyarakat,-1
@indahastriwahdani3407,"ternyata menormalisasi hal-hal yang tidak baik itu suda tradisi ya, sepanjang nonton ini dahiku mengkerut terus berusaha mencerna mana sisi positif yang beliau katakan",-1
@AlfinArdiansyah-bm5nv,Malang sudah horeg sejak tahun 2015  Sekarang apa yang kan ada viral dulu tidak ada,0
@nurarahmi2354,Serius kalau rumah warga sampai rubuh itu seperti apaa? Gimana? tidak ganti rugi?,-1
@terrajaya3161,"nunggu komen dari orang yang kena dampak rusak dari sond horeg, biar berimbang",0
@Gludukhoreg,"Jangn lewatkan Pesona gondang legi sabtu tgl 26 okt 2024.. biar lebih tahu kreativitas orang malang
Salam kreativitas dan salam horeg. ",0
@anggisnugraha2476,"Kok bisa orang sosmed saja yang nolak, survei macam apa tuh? Sebenarnya juga banyak yang tidak suka. kalau dari penyedia soundnya sih ya jelas pro akan horegnya, ya dari sanalah pendapatannya.",-1
@fitriawulanvisa,Ini kok bisa dikawal untuk ngerusak dan mengganggu masyarakat? Pak polisi katanya mengayomi masyarakat tapi kok ikut meresahkan mengawal yang begini??? Kasian warga.,-1
@Fatihjie,"Semua yang rusak digant sama penyewa horeg loss kan saja, biar tekor asal kesohor, penyawa sepertinya juragan-juragan yang mempunyai pengaruh baik itu ditingkat desa/kecamatan.",1
@clm7845,"Biar Tukang tidak Sembarangan Bangun Rumah? 
Uji ketahanan anti Gempa loh! 
Wajib di pertahankan ini ",1
